PersonID,FinancialID,Income,Credit_Score,Loan_Amount,Loan_Purpose,Employment_Status,Years_at_Current_Job,Payment_History,Debt-to-Income_Ratio_(%),Assets_Value,Previous_Defaults,Risk_Rating,,,,
336,336,24507,676,27450,Auto,Self-employed,5,Good,56,131303,1,Low,,,,
337,337,52548,766,8458,Auto,Employed,11,Fair,24,62171,3,Low,,,,
338,338,48287,610,25909,Home,Unemployed,10,Excellent,23,119245,2,Low,,,,
339,339,69933,798,43226,Business,Unemployed,4,Excellent,51,251522,2,Low,,,,
340,340,93471,784,23013,Auto,Employed,8,Good,21,171215,2,Low,,,,
341,341,36600,724,26718,Business,Unemployed,17,Excellent,18,34116,4,Low,,,,
342,342,117778,699,27540,Home,Unemployed,14,Poor,48,254284,1,Medium,,,,
343,343,91114,699,27450,Auto,Self-employed,12,Poor,28,235918,1,High,,,,
344,344,24383,697,40312,Business,Employed,15,Fair,60,159741,1,Low,,,,
345,345,37986,741,5217,Personal,Unemployed,11,Excellent,24,24766,2,Medium,,,,
346,346,100520,722,23612,Business,Self-employed,12,Good,31,188023,2,Low,,,,
347,347,55423,785,10956,Personal,Employed,7,Fair,34,73141,1,Medium,,,,
348,348,107151,754,39626,Business,Employed,13,Fair,30,147103,2,Low,,,,
349,349,23794,754,42272,Personal,Unemployed,5,Good,53,273159,3,High,,,,
350,350,107852,729,31976,Auto,Unemployed,13,Excellent,27,35531,2,Medium,,,,
351,351,38047,752,40762,Home,Unemployed,4,Poor,34,233376,2,Low,,,,
352,352,69933,679,5317,Auto,Unemployed,12,Poor,35,202102,4,Medium,,,,
353,353,43324,725,16412,Business,Self-employed,0,Fair,31,201283,2,Low,,,,
354,354,69933,794,36521,Personal,Self-employed,2,Fair,42,122318,2,Low,,,,
355,355,64649,699,38312,Personal,Self-employed,0,Good,46,114375,0,Medium,,,,
356,356,20530,699,26736,Auto,Unemployed,11,Good,24,137469,2,Medium,,,,
357,357,117980,750,34913,Auto,Employed,14,Fair,32,79180,4,Medium,,,,
358,358,105783,649,34842,Home,Unemployed,14,Excellent,18,169091,3,High,,,,
359,359,108291,708,27450,Personal,Self-employed,2,Good,27,155916,2,Medium,,,,
360,360,79893,641,8341,Personal,Employed,5,Excellent,19,213287,4,Medium,,,,
361,361,21299,621,14131,Personal,Self-employed,17,Good,50,272640,2,Low,,,,
362,362,37829,618,29082,Personal,Employed,1,Good,16,44527,4,Low,,,,
363,363,69933,643,47450,Auto,Employed,1,Excellent,56,121853,2,Low,,,,
364,364,82713,658,15995,Home,Employed,2,Excellent,33,77072,1,Low,,,,
365,365,37373,743,12455,Home,Employed,9,Poor,30,166261,1,Low,,,,
366,366,53921,787,36488,Personal,Unemployed,3,Good,55,159741,3,Medium,,,,
367,367,69933,647,49953,Home,Self-employed,15,Excellent,17,147097,3,Medium,,,,
368,368,52577,625,33975,Home,Employed,7,Poor,26,190682,2,Low,,,,
369,369,52903,736,37009,Personal,Unemployed,19,Good,47,291166,0,Medium,,,,
370,370,91859,604,35264,Home,Self-employed,0,Poor,11,159741,2,Medium,,,,
371,371,36489,609,7961,Auto,Self-employed,9,Excellent,59,181869,4,Low,,,,
372,372,69933,699,13475,Home,Employed,4,Fair,53,159741,4,Medium,,,,
373,373,77589,699,10887,Personal,Employed,14,Poor,41,41745,2,Low,,,,
374,374,102757,699,19965,Personal,Unemployed,7,Excellent,57,81592,4,Medium,,,,
375,375,104879,711,27450,Personal,Self-employed,8,Good,49,271964,1,Medium,,,,
376,376,32328,688,24731,Home,Self-employed,15,Fair,59,294239,2,Low,,,,
377,377,119430,690,14595,Auto,Employed,1,Good,23,159741,3,Low,,,,
378,378,83853,712,11358,Business,Employed,7,Good,59,166988,2,Low,,,,
379,379,69933,616,27450,Auto,Unemployed,14,Fair,32,208969,3,Low,,,,
380,380,33727,622,33180,Personal,Self-employed,6,Fair,35,233379,1,Low,,,,
381,381,56660,671,46052,Business,Self-employed,8,Good,17,87601,2,Low,,,,
382,382,111951,706,12827,Auto,Self-employed,19,Excellent,20,159741,3,Low,,,,
383,383,88993,705,36158,Personal,Unemployed,16,Fair,17,157492,2,Low,,,,
384,384,69933,701,7697,Home,Unemployed,7,Good,13,159741,3,Low,,,,
385,385,104614,648,40992,Home,Unemployed,2,Fair,32,166986,3,High,,,,
386,386,99211,631,44886,Personal,Unemployed,3,Fair,22,123213,4,High,,,,
387,387,69933,692,35771,Home,Employed,1,Good,58,149782,2,Low,,,,
388,388,82583,768,30366,Home,Self-employed,9,Poor,58,119096,4,Low,,,,
389,389,98539,746,27450,Auto,Employed,18,Excellent,26,173544,1,Medium,,,,
390,390,84162,606,5015,Business,Self-employed,17,Poor,39,275773,1,Low,,,,
391,391,25702,650,31654,Auto,Employed,15,Excellent,16,149488,1,Low,,,,
392,392,23582,736,19309,Personal,Unemployed,2,Good,46,229415,3,Low,,,,
393,393,49018,783,27450,Business,Self-employed,7,Poor,40,295856,2,Medium,,,,
394,394,69933,638,20685,Personal,Employed,16,Good,33,213838,1,Low,,,,
395,395,33515,699,7845,Personal,Unemployed,14,Excellent,13,273937,3,Low,,,,
396,396,114452,668,36683,Auto,Self-employed,2,Poor,38,191602,0,Low,,,,
397,397,69933,699,37439,Home,Unemployed,17,Fair,47,36027,4,High,,,,
398,398,35782,735,5371,Business,Employed,10,Good,41,172202,2,Low,,,,
399,399,22170,686,44357,Personal,Self-employed,18,Good,34,87943,0,High,,,,
400,400,54563,698,32788,Business,Self-employed,19,Poor,11,240903,2,Medium,,,,
401,401,25156,667,14519,Home,Employed,6,Fair,59,159741,2,Medium,,,,
402,402,35299,625,24860,Home,Employed,7,Poor,57,229939,0,Low,,,,
403,403,69933,700,28992,Home,Employed,16,Fair,56,273625,0,Medium,,,,
404,404,59015,774,36334,Personal,Unemployed,16,Excellent,26,50529,0,Low,,,,
405,405,31480,721,45906,Auto,Unemployed,10,Fair,57,107560,2,Low,,,,
406,406,66815,662,44872,Personal,Employed,13,Poor,39,95401,2,Low,,,,
407,407,101738,744,27450,Personal,Unemployed,16,Good,44,288445,2,Low,,,,
408,408,74337,630,17919,Auto,Employed,5,Fair,52,219321,0,Low,,,,
409,409,90687,782,27450,Auto,Self-employed,13,Good,31,271803,4,Low,,,,
410,410,69933,788,5082,Auto,Self-employed,12,Excellent,27,136453,3,Low,,,,
411,411,47684,742,42901,Home,Employed,16,Fair,28,78032,3,Low,,,,
412,412,111352,688,15044,Auto,Self-employed,3,Excellent,29,283782,2,Low,,,,
413,413,106151,626,34164,Auto,Unemployed,10,Good,60,22135,2,Low,,,,
414,414,69933,630,27450,Business,Employed,13,Good,34,247734,0,Low,,,,
415,415,69933,620,27450,Business,Self-employed,13,Good,36,159741,2,Medium,,,,
416,416,102488,643,19631,Personal,Self-employed,9,Fair,27,210453,2,Low,,,,
417,417,94667,768,26118,Home,Self-employed,13,Good,43,104282,2,Low,,,,
418,418,49870,625,29285,Home,Self-employed,7,Poor,11,187903,4,Low,,,,
419,419,113526,621,32419,Business,Self-employed,10,Poor,58,86539,2,Low,,,,
420,420,117031,650,5301,Personal,Self-employed,15,Poor,51,157142,2,Low,,,,
421,421,74240,633,11854,Business,Unemployed,5,Good,35,76783,4,Low,,,,
422,422,30352,722,45519,Personal,Self-employed,10,Fair,59,159741,1,Medium,,,,
423,423,69933,669,13763,Auto,Employed,10,Fair,26,274678,2,Low,,,,
424,424,81517,711,32838,Business,Employed,19,Fair,44,148754,3,Low,,,,
425,425,116794,703,27450,Auto,Employed,11,Poor,58,159741,4,Medium,,,,
426,426,108586,625,41978,Personal,Employed,2,Excellent,48,182403,3,Medium,,,,
427,427,69933,699,39662,Auto,Employed,7,Excellent,15,224294,3,High,,,,
428,428,34319,640,35058,Home,Unemployed,18,Poor,41,37907,3,Low,,,,
429,429,69933,655,27450,Home,Self-employed,9,Good,60,34815,2,High,,,,
430,430,75452,673,21742,Auto,Self-employed,0,Fair,39,159741,0,Medium,,,,
431,431,116111,754,27450,Business,Unemployed,17,Fair,13,150725,1,Low,,,,
432,432,38638,696,13632,Personal,Self-employed,19,Excellent,51,143434,2,Medium,,,,
433,433,60753,778,25200,Personal,Unemployed,12,Good,27,219389,3,High,,,,
434,434,82813,689,27450,Home,Self-employed,4,Fair,50,22676,2,Low,,,,
435,435,56734,761,46826,Personal,Unemployed,15,Excellent,39,238379,1,Low,,,,
436,436,58918,618,22165,Home,Employed,0,Good,38,222403,2,Medium,,,,
437,437,82670,699,46613,Personal,Unemployed,1,Good,53,104191,4,Low,,,,
438,438,47685,718,23891,Home,Unemployed,0,Poor,20,112966,2,Low,,,,
439,439,69933,626,41316,Business,Employed,0,Excellent,10,244728,2,Medium,,,,
440,440,118835,722,11982,Business,Unemployed,5,Good,38,209403,2,Medium,,,,
441,441,62362,699,16305,Home,Self-employed,18,Excellent,13,159741,2,Low,,,,
442,442,31217,699,27253,Home,Unemployed,3,Poor,37,292887,1,Low,,,,
443,443,57304,600,27450,Auto,Unemployed,7,Fair,22,178124,0,Low,,,,
444,444,118759,699,26341,Business,Unemployed,2,Poor,34,159741,2,Low,,,,
445,445,118962,712,30328,Auto,Self-employed,0,Poor,37,269560,2,Medium,,,,
446,446,37540,672,6724,Auto,Self-employed,16,Poor,11,217834,2,Low,,,,
447,447,103984,611,5350,Personal,Unemployed,4,Good,59,203201,0,Low,,,,
448,448,41966,618,35534,Home,Unemployed,6,Good,27,151975,2,Low,,,,
449,449,24435,696,49852,Personal,Unemployed,12,Poor,37,173878,1,Low,,,,
450,450,27131,605,9171,Home,Employed,14,Excellent,49,274572,0,Medium,,,,
451,451,105924,738,41443,Business,Unemployed,15,Fair,21,243582,3,Low,,,,
452,452,63130,705,25293,Business,Employed,7,Fair,19,30506,1,Low,,,,
453,453,63809,699,14877,Auto,Self-employed,1,Good,58,118514,1,Medium,,,,
454,454,52959,790,7678,Auto,Employed,13,Good,40,159741,0,Low,,,,
455,455,49367,772,12840,Auto,Employed,11,Fair,46,249394,3,Medium,,,,
456,456,69933,749,25968,Personal,Unemployed,8,Good,15,249657,4,High,,,,
457,457,69933,759,48791,Personal,Unemployed,0,Excellent,10,71804,2,Low,,,,
458,458,80200,796,47587,Home,Employed,17,Good,28,129205,1,Low,,,,
459,459,69933,699,26852,Business,Employed,16,Fair,13,140920,2,Low,,,,
460,460,119576,755,27450,Auto,Employed,3,Excellent,14,159741,2,Medium,,,,
461,461,107988,761,48101,Personal,Self-employed,10,Excellent,12,293530,2,Low,,,,
462,462,82457,626,49079,Personal,Unemployed,5,Fair,18,159741,2,Low,,,,
463,463,60566,634,27450,Auto,Self-employed,4,Excellent,24,41499,1,Medium,,,,
464,464,22919,662,37477,Business,Employed,11,Excellent,26,114916,3,Low,,,,
465,465,70603,699,6308,Auto,Self-employed,10,Poor,14,23387,3,Medium,,,,
466,466,24799,692,24866,Auto,Self-employed,12,Fair,21,159741,0,Low,,,,
467,467,107278,621,27450,Auto,Self-employed,18,Fair,19,238632,2,Low,,,,
468,468,78397,770,23197,Auto,Employed,6,Fair,31,159741,0,Low,,,,
469,469,69933,699,44225,Auto,Unemployed,7,Fair,18,279623,2,High,,,,
470,470,89529,636,11861,Business,Self-employed,2,Excellent,28,214415,2,High,,,,
471,471,20863,699,41158,Personal,Employed,16,Good,28,57096,2,Low,,,,
472,472,75268,699,42339,Business,Employed,6,Poor,28,283128,2,Low,,,,
473,473,80378,639,31920,Business,Employed,11,Good,12,214743,3,Medium,,,,
474,474,39796,652,15487,Personal,Unemployed,5,Fair,34,159741,2,Low,,,,
475,475,115637,759,38288,Personal,Unemployed,18,Good,46,80877,3,Medium,,,,
476,476,69933,640,37222,Home,Unemployed,19,Fair,16,179819,0,High,,,,
477,477,38910,777,21601,Home,Unemployed,7,Fair,31,72799,2,Low,,,,
478,478,69933,754,27450,Auto,Unemployed,7,Good,24,214557,4,Medium,,,,
479,479,94279,699,49827,Business,Self-employed,6,Excellent,20,68073,3,Medium,,,,
480,480,113260,655,28094,Business,Employed,18,Fair,50,159741,0,Low,,,,
481,481,33898,601,28933,Auto,Unemployed,16,Fair,11,159741,4,Medium,,,,
482,482,52919,699,47283,Home,Employed,14,Good,52,299435,0,High,,,,
483,483,117098,733,39836,Business,Employed,16,Excellent,51,215328,2,Medium,,,,
484,484,83303,712,23883,Business,Unemployed,4,Poor,41,117508,4,Low,,,,
485,485,21238,731,34171,Personal,Employed,4,Excellent,52,75887,1,Low,,,,
486,486,69933,694,49724,Home,Unemployed,3,Good,26,159741,1,Medium,,,,
487,487,109624,771,16036,Personal,Self-employed,1,Good,15,95754,3,Medium,,,,
488,488,48223,606,15318,Business,Employed,13,Poor,35,214246,1,Low,,,,
489,489,100821,608,25392,Home,Unemployed,9,Good,19,186780,2,Low,,,,
490,490,71726,658,27097,Business,Unemployed,12,Excellent,55,123775,1,Low,,,,
491,491,111760,707,36786,Auto,Employed,17,Good,13,52120,4,Medium,,,,
492,492,81572,699,11684,Auto,Self-employed,8,Fair,15,74713,2,Low,,,,
493,493,65537,713,27450,Auto,Self-employed,7,Poor,13,69109,4,Low,,,,
494,494,73942,620,27450,Personal,Unemployed,16,Fair,28,108502,1,Low,,,,
495,495,100123,603,46735,Business,Unemployed,6,Fair,23,65712,0,Low,,,,
496,496,107171,763,45955,Auto,Self-employed,8,Poor,50,258221,1,Low,,,,
497,497,36756,646,39884,Business,Employed,16,Excellent,24,68595,3,Low,,,,
498,498,43600,699,40557,Home,Unemployed,5,Good,47,159741,2,Medium,,,,
499,499,33286,628,10647,Business,Unemployed,16,Fair,59,159741,3,Low,,,,
500,500,106940,721,43381,Home,Self-employed,13,Excellent,47,68461,0,Low,,,,
501,501,36150,614,47080,Home,Unemployed,3,Fair,38,280243,4,Medium,,,,
502,502,22751,776,48368,Home,Employed,7,Fair,18,139323,2,Medium,,,,
503,503,69933,675,25392,Business,Unemployed,2,Good,28,61857,1,Low,,,,
504,504,114897,724,33782,Auto,Employed,19,Poor,10,203813,0,Low,,,,
505,505,102176,604,28933,Personal,Employed,8,Good,47,140628,1,Medium,,,,
506,506,94676,709,27727,Personal,Unemployed,7,Excellent,37,233292,2,Low,,,,
507,507,96230,730,27450,Home,Self-employed,4,Good,30,174250,2,High,,,,
508,508,83474,779,37611,Personal,Unemployed,2,Fair,25,177110,1,Low,,,,
509,509,74334,790,27450,Personal,Self-employed,15,Poor,34,160387,2,Medium,,,,
510,510,30596,699,48782,Home,Self-employed,3,Excellent,30,219451,2,Low,,,,
511,511,91942,699,17130,Home,Unemployed,9,Fair,28,231056,1,Low,,,,
512,512,108444,662,40153,Business,Unemployed,19,Poor,14,175005,3,Low,,,,
513,513,110341,707,32742,Personal,Unemployed,9,Excellent,49,206337,2,Medium,,,,
514,514,69933,699,48743,Business,Unemployed,0,Good,24,183676,3,Medium,,,,
515,515,72563,756,15115,Business,Employed,12,Poor,45,135455,1,Medium,,,,
516,516,69933,614,36117,Auto,Self-employed,16,Excellent,59,120474,0,Low,,,,
517,517,69933,655,24935,Business,Self-employed,12,Fair,26,60470,3,Medium,,,,
518,518,109049,705,27450,Business,Employed,6,Poor,41,112323,2,High,,,,
519,519,72105,654,23126,Auto,Self-employed,12,Excellent,46,159741,1,Low,,,,
520,520,117552,669,34394,Home,Unemployed,18,Fair,39,227939,0,Low,,,,
521,521,98950,678,27450,Auto,Employed,9,Fair,54,186735,3,Low,,,,
522,522,42787,613,27450,Home,Unemployed,11,Poor,42,275632,2,Low,,,,
523,523,69933,749,7380,Business,Self-employed,14,Fair,33,113701,3,Low,,,,
524,524,78609,781,44820,Personal,Unemployed,8,Fair,26,177433,0,Low,,,,
525,525,97332,716,27450,Auto,Self-employed,9,Poor,41,159741,2,Low,,,,
526,526,30977,628,44603,Auto,Self-employed,12,Excellent,42,159741,2,Low,,,,
527,527,23194,644,18194,Business,Unemployed,2,Poor,32,230545,3,Low,,,,
528,528,69630,699,17261,Auto,Employed,4,Poor,49,159741,4,Medium,,,,
529,529,112776,699,27814,Business,Employed,18,Poor,49,247189,3,Low,,,,
530,530,110139,747,13655,Personal,Employed,11,Fair,13,154531,3,Medium,,,,
531,531,69933,785,31939,Business,Unemployed,1,Excellent,29,159741,2,Low,,,,
532,532,87158,761,45577,Personal,Unemployed,1,Excellent,26,148901,2,Low,,,,
533,533,79439,748,41826,Business,Self-employed,13,Fair,41,49315,2,Medium,,,,
534,534,58624,699,27450,Business,Employed,7,Fair,50,208198,2,Medium,,,,
535,535,49672,635,27450,Auto,Employed,6,Fair,34,226023,3,Low,,,,
536,536,109082,665,27450,Business,Unemployed,12,Good,16,45806,0,Low,,,,
537,537,25591,792,27450,Auto,Unemployed,8,Excellent,46,110440,4,Medium,,,,
538,538,105662,730,32440,Auto,Unemployed,17,Good,55,243369,3,Medium,,,,
539,539,111118,654,46199,Home,Unemployed,1,Fair,48,274277,4,Low,,,,
540,540,86231,677,39315,Personal,Self-employed,6,Poor,52,21265,1,Medium,,,,
541,541,27014,780,36704,Home,Unemployed,18,Fair,22,181585,4,Low,,,,
542,542,96151,608,27450,Auto,Self-employed,2,Excellent,31,60729,2,Low,,,,
543,543,69933,780,7993,Business,Self-employed,10,Fair,47,89712,2,Medium,,,,
544,544,117379,699,8562,Personal,Self-employed,9,Poor,15,253074,3,Low,,,,
545,545,84042,792,27450,Home,Employed,9,Excellent,26,225631,1,Medium,,,,
546,546,100221,660,27450,Personal,Employed,16,Fair,51,159741,0,Low,,,,
547,547,32291,776,28968,Business,Self-employed,3,Excellent,40,235595,2,Medium,,,,
548,548,48214,610,8303,Home,Unemployed,15,Good,49,159741,2,Low,,,,
549,549,46269,616,35767,Business,Self-employed,7,Poor,10,272146,0,Low,,,,
550,550,67259,652,33364,Home,Unemployed,16,Good,35,159741,2,Low,,,,
551,551,44667,796,24173,Business,Self-employed,17,Good,52,28982,4,Low,,,,
552,552,103748,704,41146,Home,Self-employed,2,Excellent,27,294726,2,Medium,,,,
553,553,26668,783,10147,Auto,Unemployed,0,Fair,32,38083,2,Low,,,,
554,554,96031,652,27450,Auto,Unemployed,12,Good,18,159741,3,Medium,,,,
555,555,66898,699,28687,Auto,Unemployed,13,Excellent,20,211814,4,Medium,,,,
556,556,76478,781,27450,Auto,Unemployed,10,Fair,40,164971,1,Medium,,,,
557,557,60205,783,32414,Business,Employed,12,Good,13,159741,0,Medium,,,,
558,558,98157,793,27450,Home,Employed,2,Good,26,233448,1,Low,,,,
559,559,41725,777,31532,Home,Unemployed,1,Good,33,257918,3,Low,,,,
560,560,117813,615,32854,Auto,Unemployed,13,Fair,27,268628,2,Low,,,,
561,561,37441,642,48806,Personal,Self-employed,7,Poor,25,140676,4,Low,,,,
562,562,99874,779,20630,Business,Self-employed,10,Poor,50,192187,2,High,,,,
563,563,69933,613,11464,Business,Employed,15,Poor,15,299444,4,Low,,,,
564,564,47115,689,5521,Home,Unemployed,10,Fair,29,165326,2,Low,,,,
565,565,63815,663,12089,Personal,Unemployed,18,Fair,41,157076,1,Low,,,,
566,566,28117,777,43848,Personal,Employed,0,Fair,21,180411,4,Medium,,,,
567,567,96844,639,35997,Auto,Unemployed,10,Excellent,15,212676,2,Medium,,,,
568,568,30346,624,27450,Auto,Employed,14,Good,42,138408,1,Low,,,,
569,569,61482,699,17230,Business,Employed,10,Fair,48,281249,2,Medium,,,,
570,570,69933,710,33173,Home,Self-employed,6,Poor,29,216778,4,Low,,,,
571,571,49055,786,21916,Business,Employed,5,Excellent,24,81355,1,Medium,,,,
572,572,69933,759,10472,Business,Employed,8,Excellent,51,124867,0,Medium,,,,
573,573,69933,761,20553,Business,Self-employed,11,Excellent,50,63471,3,Low,,,,
574,574,33487,719,27450,Auto,Unemployed,7,Fair,34,248928,2,Low,,,,
575,575,69933,780,40150,Home,Unemployed,14,Fair,47,247974,4,High,,,,
576,576,44832,786,26318,Auto,Employed,10,Good,12,233532,1,Low,,,,
577,577,69933,628,18532,Business,Self-employed,14,Fair,45,32296,0,Medium,,,,
578,578,85984,742,9671,Business,Unemployed,11,Excellent,27,238152,3,Low,,,,
579,579,32985,794,32122,Business,Employed,2,Good,25,131045,0,Low,,,,
580,580,109074,644,44069,Business,Employed,7,Excellent,36,230971,3,Medium,,,,
581,581,24321,789,43084,Home,Employed,8,Good,46,214252,4,Low,,,,
582,582,109792,763,28526,Business,Self-employed,3,Excellent,23,58359,1,Medium,,,,
583,583,22291,702,30633,Personal,Unemployed,1,Excellent,45,273234,2,Low,,,,
584,584,112097,711,32211,Home,Employed,18,Good,60,88870,4,High,,,,
585,585,116604,699,27450,Auto,Employed,11,Good,57,85418,0,Medium,,,,
586,586,61983,699,8160,Business,Employed,1,Poor,23,159741,1,Low,,,,
587,587,115384,654,6345,Auto,Self-employed,16,Good,20,93331,2,Low,,,,
588,588,87951,681,27450,Business,Self-employed,17,Poor,28,127013,3,Low,,,,
589,589,37412,721,31293,Personal,Employed,7,Poor,51,46275,4,Low,,,,
590,590,32803,699,36258,Auto,Employed,12,Good,34,230107,2,Medium,,,,
591,591,62837,728,34794,Business,Unemployed,10,Excellent,12,263985,0,Low,,,,
592,592,47563,699,43145,Personal,Self-employed,9,Excellent,25,236605,1,Low,,,,
593,593,56992,694,26150,Auto,Employed,10,Excellent,45,211905,3,Low,,,,
594,594,104008,679,32669,Business,Employed,1,Excellent,23,289770,3,High,,,,
595,595,69933,762,27450,Home,Unemployed,14,Excellent,13,281731,3,Low,,,,
596,596,90270,636,41919,Auto,Self-employed,17,Poor,31,159741,4,Medium,,,,
597,597,42564,694,8679,Home,Employed,3,Excellent,24,159741,0,Low,,,,
598,598,72927,699,35093,Business,Employed,14,Excellent,47,291342,3,Low,,,,
599,599,55515,717,14867,Personal,Unemployed,7,Poor,49,132123,1,Medium,,,,
600,600,71473,765,14855,Home,Employed,1,Good,29,291268,4,Low,,,,
601,601,69933,699,7397,Home,Self-employed,17,Good,47,57731,2,Medium,,,,
602,602,115018,789,23529,Personal,Employed,11,Good,48,290952,3,Low,,,,
603,603,69933,732,10357,Auto,Unemployed,12,Excellent,31,67630,2,Low,,,,
604,604,69933,609,13704,Business,Self-employed,16,Poor,16,232682,2,Medium,,,,
605,605,108644,766,45358,Auto,Self-employed,15,Poor,49,159741,1,Low,,,,
606,606,29449,683,49541,Auto,Employed,3,Fair,36,260559,1,Low,,,,
607,607,57078,600,27450,Personal,Self-employed,4,Poor,43,76965,0,Low,,,,
608,608,23837,692,5389,Business,Employed,13,Good,54,175164,1,Medium,,,,
609,609,25136,771,27450,Home,Employed,2,Good,21,42949,3,Medium,,,,
610,610,65097,695,9075,Home,Employed,15,Excellent,21,261860,1,Low,,,,
611,611,67907,732,8049,Auto,Employed,12,Poor,15,74216,2,Medium,,,,
612,612,69933,699,40993,Auto,Employed,9,Poor,57,156237,2,Low,,,,
613,613,38405,679,27450,Auto,Employed,2,Excellent,31,131292,3,Low,,,,
614,614,75149,733,38108,Personal,Self-employed,16,Excellent,38,159741,2,Medium,,,,
615,615,62044,699,40415,Personal,Self-employed,11,Excellent,37,245308,3,Medium,,,,
616,616,50875,636,27450,Auto,Employed,8,Fair,54,114013,0,Low,,,,
