PersonID,Age,Gender,Education_Level,Marital_Status,Number_of_Dependents,City,State,Country,Marital_Status_Change
374,44,Male,Bachelor's,Single,2,New Jonathonfort,WV,Saint Pierre and Miquelon,1
375,34,Male,High School,Widowed,0,West Jeff,MN,Latvia,2
376,53,Male,Bachelor's,Married,1,Noahfort,AL,Aruba,0
377,34,Male,Master's,Widowed,0,Joshuastad,AR,France,1
378,23,Male,High School,Married,3,Lake Vincent,PR,Luxembourg,1
379,47,Male,PhD,Widowed,3,South Justinburgh,MO,Austria,2
380,25,Non-binary,Bachelor's,Married,2,Nguyenland,TX,Iceland,1
381,41,Non-binary,PhD,Widowed,1,Cunninghammouth,MT,Singapore,2
382,66,Male,PhD,Single,2,Reevesshire,SC,Jersey,0
383,66,Female,PhD,Married,2,Nicholastown,MH,Nauru,0
384,23,Male,Bachelor's,Married,4,Johnnyfort,KY,Senegal,0
385,38,Non-binary,PhD,Married,3,New Shawnborough,HI,Guatemala,1
386,32,Male,Master's,Married,1,New Dylan,SD,Rwanda,1
387,57,Non-binary,Master's,Divorced,0,Leefurt,HI,Cocos (Keeling) Islands,2
388,58,Non-binary,High School,Divorced,2,Lake Andrewmouth,PR,Algeria,0
389,51,Non-binary,High School,Single,2,Guerrachester,AK,Christmas Island,2
390,18,Male,Master's,Widowed,1,Amandamouth,KS,Cambodia,2
391,61,Female,Bachelor's,Single,0,South Jessicafurt,WA,Christmas Island,2
392,21,Female,Bachelor's,Single,4,West Jennifer,OK,Romania,2
393,69,Female,Master's,Divorced,3,East Mark,TN,Chad,1
394,25,Non-binary,PhD,Divorced,3,New Michealhaven,WV,Canada,0
395,45,Female,PhD,Widowed,0,North Karen,NE,Gabon,0
396,27,Male,Master's,Single,4,Herrerastad,WA,French Guiana,2
397,67,Male,Bachelor's,Married,3,Port Joelborough,VT,Japan,1
398,36,Male,Master's,Married,2,South Matthewstad,IL,Vietnam,1
399,33,Male,Bachelor's,Single,4,South Justinshire,ID,Martinique,0
400,38,Male,PhD,Divorced,1,Holmesville,SD,El Salvador,0
401,64,Female,Bachelor's,Single,0,Zacharystad,TX,Sri Lanka,0
402,56,Non-binary,Master's,Married,3,Lake Stephanieborough,OR,Oman,1
403,41,Non-binary,Bachelor's,Divorced,1,Chadchester,OH,Denmark,2
404,57,Female,High School,Divorced,3,Walkermouth,PW,Singapore,2
405,31,Male,PhD,Divorced,2,Port Elizabethtown,WV,Czech Republic,0
406,48,Non-binary,Bachelor's,Single,2,Schroedertown,ND,Saint Barthelemy,0
407,53,Male,Master's,Widowed,2,Pattersonfort,VI,Montserrat,0
408,37,Non-binary,PhD,Single,4,Lindsaymouth,OK,Turkey,1
409,21,Non-binary,Master's,Married,2,Donnatown,DC,Ecuador,1
410,57,Female,High School,Married,0,Bowenport,LA,Dominica,2
411,23,Non-binary,Bachelor's,Divorced,4,Brownfurt,IL,Portugal,2
412,47,Male,Bachelor's,Married,2,Thomaschester,ME,Sierra Leone,1
413,48,Male,PhD,Widowed,0,South Renee,SC,Kenya,2
414,48,Male,PhD,Widowed,2,Carsonmouth,MP,Ireland,0
415,18,Male,High School,Widowed,1,Lake Kevinhaven,PW,North Macedonia,0
416,24,Female,Bachelor's,Widowed,2,East April,RI,Equatorial Guinea,0
417,24,Male,Bachelor's,Married,1,Vanessaton,HI,Papua New Guinea,0
418,49,Female,High School,Divorced,2,Wattsview,CT,Moldova,0
419,63,Female,Bachelor's,Married,2,Port Heatherport,MA,Sudan,2
420,39,Non-binary,Master's,Married,0,Lake Anthony,FM,Bosnia and Herzegovina,1
421,54,Female,Bachelor's,Married,1,Lake Natalie,FM,Poland,2
422,58,Non-binary,Bachelor's,Single,2,East Johnfurt,MO,Guinea-Bissau,0
423,39,Non-binary,High School,Widowed,4,West Kennethhaven,CA,Afghanistan,2
424,39,Female,Bachelor's,Divorced,4,South Whitneyview,NY,Argentina,1
425,61,Non-binary,Bachelor's,Divorced,1,Rodriguezborough,IL,Senegal,1
426,35,Non-binary,PhD,Single,2,Lake Frankfurt,KS,Bosnia and Herzegovina,2
427,45,Male,PhD,Single,1,Leehaven,AK,Christmas Island,0
428,23,Non-binary,Bachelor's,Single,2,Rhodesmouth,DE,Saint Vincent and the Grenadines,1
429,48,Female,High School,Divorced,1,East Zachary,FL,Burkina Faso,2
430,49,Non-binary,PhD,Widowed,0,Masonborough,MT,Sao Tome and Principe,1
431,22,Female,Master's,Married,3,West Jose,RI,Nigeria,2
432,55,Non-binary,PhD,Single,4,Raymondshire,OH,Hong Kong,0
433,54,Male,Bachelor's,Single,2,West Anthonyberg,IN,Senegal,2
434,59,Female,High School,Married,0,East Michaelton,VT,Timor-Leste,2
435,35,Non-binary,Master's,Married,1,Port Patrickberg,IL,Italy,0
436,21,Female,PhD,Married,3,New Christopherland,IL,Slovakia (Slovak Republic),2
437,46,Non-binary,High School,Divorced,1,Charlesmouth,FM,Kuwait,0
438,51,Female,Master's,Widowed,4,Johnton,KY,British Indian Ocean Territory (Chagos Archipelago),2
439,19,Non-binary,Master's,Married,3,Garciamouth,OK,Ethiopia,2
440,32,Male,High School,Single,1,North Amy,WI,French Guiana,1
441,35,Female,PhD,Divorced,4,North Allison,IA,Pakistan,0
442,37,Male,PhD,Divorced,1,Wilcoxhaven,NJ,South Africa,1
443,31,Non-binary,Bachelor's,Single,2,Nicholasborough,NV,Malaysia,2
444,50,Male,High School,Single,1,Mosesburgh,CA,Jersey,1
445,36,Male,PhD,Divorced,4,East Andrew,WY,Yemen,2
446,42,Non-binary,PhD,Divorced,0,Schmidtbury,AL,San Marino,0
447,20,Non-binary,Master's,Widowed,1,East Matthew,TX,Turkey,1
448,49,Non-binary,PhD,Widowed,2,Port Joel,AR,Peru,2
449,63,Non-binary,High School,Divorced,1,Hortonstad,WY,Indonesia,2
450,67,Non-binary,High School,Married,1,Caseville,NH,Tonga,2
451,31,Female,Bachelor's,Married,1,Greenefurt,OK,Norfolk Island,1
452,68,Female,High School,Widowed,2,Davemouth,WY,Jersey,1
453,41,Non-binary,Master's,Single,2,Fieldsbury,PA,Cameroon,0
454,68,Male,Bachelor's,Married,4,Jenkinsshire,ND,Qatar,2
455,64,Male,Master's,Widowed,0,Alexanderview,SC,Trinidad and Tobago,0
456,50,Non-binary,PhD,Single,2,Kimberlyside,AS,Iran,2
457,52,Male,Bachelor's,Married,1,Port Ericaton,MO,Montenegro,1
458,21,Male,Master's,Widowed,3,East Charleshaven,KY,Aruba,2
459,56,Non-binary,PhD,Divorced,0,Kellyberg,VT,Russian Federation,0
460,45,Non-binary,High School,Married,4,East Ericberg,KS,Mauritius,0
461,44,Male,Bachelor's,Single,3,Frankstad,MN,Wallis and Futuna,1
462,39,Male,Bachelor's,Single,4,Jessicaborough,AS,Ireland,2
463,54,Male,Bachelor's,Single,4,Taylorton,TX,Sao Tome and Principe,1
464,32,Female,Bachelor's,Single,4,Oscarside,UT,Afghanistan,2
465,47,Male,Bachelor's,Single,3,Port Joseph,KY,Cameroon,0
466,53,Non-binary,Bachelor's,Widowed,1,Mcphersonfort,WV,Zimbabwe,2
467,49,Female,Master's,Divorced,2,South Calebbury,NM,Kyrgyz Republic,2
468,59,Male,Master's,Married,3,Lesterburgh,VI,Niger,0
469,62,Non-binary,Master's,Single,0,Davenportmouth,FL,Holy See (Vatican City State),2
470,69,Female,PhD,Single,0,South Ashley,RI,Vietnam,2
471,60,Non-binary,High School,Single,1,Russellhaven,NC,Kenya,2
472,27,Non-binary,PhD,Divorced,1,East Tina,MS,Hong Kong,2
473,18,Male,PhD,Married,3,South Amymouth,IA,Macao,0
474,20,Male,Master's,Single,0,Port Jamesburgh,NV,Malawi,0
475,53,Male,Bachelor's,Widowed,0,Bakerview,NE,Antigua and Barbuda,1
476,30,Male,High School,Single,4,Lake Marilynton,ID,Nigeria,0
477,51,Non-binary,Master's,Married,2,North Robert,NV,Guadeloupe,0
478,27,Non-binary,Master's,Divorced,2,Edwardhaven,IN,Qatar,0
479,59,Female,PhD,Widowed,0,Bryanville,WY,Israel,1
480,57,Male,Master's,Single,3,South Scott,ME,Zimbabwe,0
481,19,Female,PhD,Divorced,2,Lorifurt,MD,Japan,2
482,55,Male,PhD,Divorced,4,Johnsonton,RI,Guinea,0
483,38,Female,High School,Divorced,2,West Sharon,NJ,Vietnam,0
484,33,Male,High School,Widowed,1,Ashleeshire,DC,New Caledonia,0
485,24,Male,Bachelor's,Single,2,Rubioport,SC,Qatar,1
486,45,Female,High School,Divorced,3,West Benjaminshire,MO,France,0
487,28,Female,High School,Single,2,Port Laura,CA,Marshall Islands,2
488,67,Male,Bachelor's,Divorced,4,Shawnview,DC,Georgia,2
489,45,Female,Master's,Widowed,4,Paulside,AZ,Bangladesh,2
490,62,Non-binary,PhD,Married,0,New Alexanderport,KS,Pitcairn Islands,2
491,54,Non-binary,PhD,Divorced,0,Angelaburgh,KS,Luxembourg,2
492,64,Female,PhD,Divorced,3,Port Jessica,DE,Gabon,1
493,29,Non-binary,Master's,Widowed,1,East Christinebury,WA,Cape Verde,0
494,61,Non-binary,Master's,Single,2,Lake Brad,LA,Brazil,0
495,29,Female,Master's,Married,2,North Michael,IL,Chile,0
496,51,Male,High School,Married,1,Wendyland,NE,Kuwait,1
497,51,Male,PhD,Married,2,New Stephanieville,VT,Sweden,0
498,36,Male,PhD,Divorced,1,Edwardtown,WV,Swaziland,1
499,25,Female,Master's,Divorced,1,New Lesliemouth,KS,Kazakhstan,2
500,21,Non-binary,PhD,Single,1,Ruthland,FM,Saint Lucia,2
501,32,Female,PhD,Married,0,Kariville,NJ,Mauritania,2
502,45,Male,Master's,Widowed,4,Lake Heather,CT,Panama,0
503,25,Female,PhD,Widowed,1,North Jacobchester,OH,Djibouti,1
504,41,Male,PhD,Single,2,Lake Joshua,PR,Afghanistan,2
505,25,Male,Master's,Married,4,Robinport,ME,Oman,1
506,68,Non-binary,PhD,Single,1,South Kristen,CA,Venezuela,1
507,54,Female,High School,Married,1,South Monica,MN,Cape Verde,0
508,37,Non-binary,Master's,Married,3,Rossfurt,AL,Trinidad and Tobago,1
509,27,Female,Bachelor's,Divorced,2,Lake Davidbury,MH,Burkina Faso,0
510,58,Male,PhD,Widowed,1,Lake Michael,IA,Cocos (Keeling) Islands,1
511,40,Non-binary,Master's,Single,0,Michaelside,OH,Botswana,1
512,60,Male,Bachelor's,Widowed,2,North Jenniferstad,NE,French Southern Territories,0
513,52,Female,Bachelor's,Single,3,West Josephfurt,DC,Bolivia,1
514,31,Female,High School,Single,0,East Christinebury,IA,El Salvador,1
515,48,Female,High School,Married,3,Colemanville,NC,Benin,1
516,18,Non-binary,Master's,Married,4,Boyerland,MD,Norfolk Island,2
517,44,Female,Master's,Single,2,South Amanda,SD,Barbados,1
518,46,Female,High School,Widowed,3,Port Meganland,MO,France,1
519,35,Female,Master's,Divorced,4,Douglasside,OH,Guinea-Bissau,1
520,22,Male,Bachelor's,Widowed,1,Newmanville,WY,Guernsey,1
521,52,Non-binary,PhD,Married,2,Port Michael,GU,Central African Republic,2
522,52,Male,PhD,Divorced,0,Daviesview,AS,Belarus,1
523,45,Female,PhD,Married,1,North Cynthiaport,MN,Faroe Islands,2
524,34,Non-binary,Bachelor's,Single,2,Walkerland,NM,French Guiana,1
525,62,Female,Master's,Widowed,4,East Geraldside,GU,Bangladesh,2
526,20,Non-binary,PhD,Married,1,West Johnville,SD,French Southern Territories,1
527,40,Non-binary,Bachelor's,Divorced,4,New Kimberlyland,WA,Netherlands Antilles,1
528,55,Non-binary,High School,Single,1,Phillipsshire,ME,Poland,1
529,53,Non-binary,PhD,Divorced,4,Evansfurt,MH,Taiwan,0
530,19,Female,Master's,Single,3,West Kathleen,MH,Cambodia,2
531,60,Male,PhD,Married,2,Melissamouth,CO,Iraq,2
532,58,Female,PhD,Divorced,2,New Matthewfort,UT,Norway,2
533,40,Non-binary,High School,Single,1,Williamsshire,VA,Saint Vincent and the Grenadines,2
534,23,Non-binary,High School,Single,3,North Christopher,AZ,Netherlands Antilles,0
535,68,Female,Master's,Married,4,North Kathrynborough,AZ,Australia,0
536,53,Male,Master's,Divorced,0,Kristinaview,VA,Guadeloupe,1
537,59,Female,Master's,Married,2,West Maryfurt,WV,Ethiopia,2
538,55,Female,Bachelor's,Divorced,2,East Cynthia,HI,Lesotho,2
539,43,Male,Bachelor's,Single,3,Campbellview,NC,Singapore,2
540,19,Non-binary,High School,Divorced,4,Edwardborough,WI,French Guiana,1
541,64,Male,PhD,Married,3,New Donaldside,SC,Saudi Arabia,1
542,44,Non-binary,PhD,Divorced,2,Gonzalezshire,GA,Mexico,1
543,19,Male,PhD,Widowed,3,East Christinatown,DE,Bahamas,1
544,53,Non-binary,High School,Married,1,Port Rachel,WV,Germany,1
545,19,Non-binary,PhD,Single,0,West Dana,NE,Monaco,0
546,59,Male,Bachelor's,Married,2,Bondmouth,DE,Ukraine,0
547,24,Male,High School,Widowed,2,East Jonathanside,MI,Malta,0
548,56,Female,High School,Single,1,New Tracyton,WY,Palestinian Territory,2
549,31,Non-binary,High School,Married,0,South Courtneyview,MS,Tajikistan,0
550,65,Female,Master's,Single,1,Angelamouth,ME,Costa Rica,0
551,63,Female,Master's,Widowed,4,West Richard,CO,Marshall Islands,0
552,35,Non-binary,PhD,Widowed,4,Lake Jeffreybury,VA,Saint Kitts and Nevis,2
553,58,Male,Bachelor's,Divorced,1,New Heatherland,DE,Samoa,1
554,34,Non-binary,PhD,Widowed,3,Benjaminland,IA,Montserrat,0
555,21,Male,PhD,Single,1,Quinnmouth,ND,Madagascar,2
556,23,Non-binary,PhD,Divorced,4,Danielfort,GU,Venezuela,0
557,52,Non-binary,Bachelor's,Widowed,0,South Shelleybury,DE,Haiti,1
558,21,Non-binary,Master's,Married,3,East Shannon,KY,Pakistan,0
559,54,Male,PhD,Divorced,0,New Heatherburgh,NC,Chad,0
560,41,Male,Master's,Single,1,East Shari,CO,Italy,0
561,46,Female,High School,Widowed,3,Ericshire,CO,Lebanon,2
562,46,Non-binary,PhD,Widowed,1,Lake Stevenport,OK,Liechtenstein,2
563,67,Male,Master's,Single,1,Lake Dustinville,SC,Bhutan,1
564,52,Female,PhD,Widowed,2,Victorland,MI,French Guiana,2
565,52,Female,Bachelor's,Married,1,Johnsonbury,CT,Saint Barthelemy,1
566,52,Non-binary,PhD,Widowed,2,North Maxwell,NJ,Japan,1
567,32,Non-binary,High School,Divorced,1,East Teresaton,CA,Bolivia,0
568,52,Female,High School,Married,1,South Laurenbury,ID,Christmas Island,0
569,35,Female,Bachelor's,Single,2,West Ashley,SC,Montenegro,2
570,19,Female,Bachelor's,Single,2,Floresberg,OH,Montserrat,1
571,35,Male,PhD,Married,1,West Denisemouth,ND,Mayotte,0
572,65,Female,PhD,Married,0,Solisshire,MS,Andorra,2
573,26,Male,PhD,Single,4,Richardville,MT,Palau,0
574,48,Male,PhD,Married,2,Marshallmouth,MO,Kenya,2
575,51,Non-binary,PhD,Single,4,South Charleston,GA,Sweden,0
576,32,Non-binary,High School,Widowed,0,North Derekbury,NV,Nauru,1
577,32,Female,High School,Widowed,0,Lake Johnfurt,CT,Malaysia,2
578,61,Female,PhD,Divorced,1,Brownstad,MI,Cayman Islands,0
579,44,Non-binary,PhD,Single,0,New Andrewville,AL,Cote d'Ivoire,2
580,56,Non-binary,Master's,Single,3,Mcmillanton,VI,Seychelles,0
581,64,Male,High School,Divorced,3,South Bradley,CA,Vanuatu,1
582,60,Male,Bachelor's,Divorced,1,Baileyberg,OK,Saint Kitts and Nevis,2
583,62,Non-binary,Bachelor's,Married,2,Williamtown,IN,Uzbekistan,2
584,59,Non-binary,Master's,Widowed,2,North Melissa,NJ,Mozambique,1
585,18,Female,High School,Widowed,0,West Kimton,CT,Zambia,2
586,61,Non-binary,High School,Married,3,East Johnburgh,WY,Argentina,0
587,47,Non-binary,PhD,Divorced,0,Gutierrezborough,NJ,Costa Rica,1
588,68,Female,Bachelor's,Widowed,0,Port Johnland,FL,Timor-Leste,0
589,21,Female,Bachelor's,Divorced,2,North Morgan,KS,Cyprus,2
590,22,Male,Master's,Married,4,Thomasbury,MS,Ethiopia,2
591,54,Female,High School,Divorced,1,North Kathryn,MO,Burkina Faso,2
592,24,Female,Bachelor's,Married,2,Benjaminfort,MA,Liberia,0
593,20,Male,High School,Single,2,Wallaceview,HI,United States Minor Outlying Islands,2
594,53,Non-binary,High School,Single,1,Joshuafurt,MO,El Salvador,1
595,64,Male,Master's,Divorced,1,Lake Alexis,OK,Namibia,1
596,40,Male,PhD,Married,2,Alexanderborough,CT,Gambia,2
597,69,Female,PhD,Divorced,4,New Heather,MD,Palau,0
598,21,Female,High School,Single,3,Danielleview,NC,Kyrgyz Republic,2
599,50,Female,PhD,Divorced,2,Wheelerfort,MA,Puerto Rico,2
600,25,Non-binary,PhD,Divorced,0,Gordonburgh,MI,Micronesia,0
601,36,Non-binary,Bachelor's,Widowed,4,Deanchester,MS,Moldova,2
602,28,Female,High School,Divorced,3,Crystalfort,DE,Kazakhstan,1
603,55,Male,PhD,Divorced,1,New Douglasfurt,DE,Moldova,0
604,38,Non-binary,PhD,Single,3,Wellsmouth,TN,Japan,0
605,18,Non-binary,PhD,Married,0,North Francis,IN,Korea,2
606,54,Non-binary,Master's,Single,2,South Angelaborough,TN,Seychelles,0
607,54,Non-binary,Bachelor's,Single,4,West Jessestad,AZ,Sri Lanka,0
608,54,Female,Bachelor's,Divorced,2,New Joseph,VA,Guam,0
609,22,Female,High School,Married,2,Carrfurt,CT,Netherlands Antilles,1
610,50,Male,Bachelor's,Married,0,Collinsfort,NV,North Macedonia,1
611,24,Male,PhD,Divorced,0,Saraview,MO,Puerto Rico,2
612,57,Non-binary,PhD,Divorced,3,Christinaberg,NJ,Northern Mariana Islands,2
613,53,Female,Master's,Widowed,4,Mooneyside,OK,Equatorial Guinea,0
614,60,Non-binary,High School,Married,0,Duncanside,OH,Tajikistan,2
615,43,Non-binary,Bachelor's,Divorced,3,North William,VA,Guinea-Bissau,0
616,45,Female,High School,Single,4,South Thomas,ND,Czech Republic,0
617,40,Male,PhD,Divorced,3,Malikberg,KY,Lebanon,2
618,69,Female,High School,Widowed,2,North Juliechester,CT,Dominican Republic,1
619,37,Female,High School,Divorced,2,Lake Melodyborough,OH,Cote d'Ivoire,1
620,27,Non-binary,Bachelor's,Widowed,2,Tylerbury,ME,Burundi,2
621,26,Female,PhD,Single,2,Smithhaven,NE,Panama,2
622,62,Non-binary,Bachelor's,Married,2,Jenniferchester,RI,Australia,1
623,20,Female,PhD,Divorced,2,East Amyview,KS,Dominican Republic,0
624,26,Non-binary,High School,Single,3,New Vanessa,FL,Georgia,0
625,22,Male,Master's,Widowed,2,Mitchellport,HI,Zambia,1
626,43,Female,PhD,Single,4,Katherinechester,AR,Congo,2
627,63,Male,PhD,Single,0,Danielburgh,MA,Paraguay,2
628,32,Male,PhD,Widowed,0,Markmouth,ID,Iceland,0
629,38,Female,Master's,Divorced,3,Port Christianshire,MT,Gibraltar,0
630,67,Female,High School,Married,2,Rogersmouth,WI,Saint Pierre and Miquelon,1
631,39,Female,High School,Single,1,Savannahshire,NC,Australia,0
632,48,Male,Master's,Divorced,1,Briantown,HI,Bolivia,2
633,66,Male,High School,Divorced,2,Torresville,AS,French Guiana,2
634,25,Non-binary,PhD,Single,1,West Matthewburgh,UT,Eritrea,0
635,46,Female,Master's,Widowed,0,North Joshua,NJ,United Arab Emirates,2
636,49,Male,High School,Divorced,3,Phelpsberg,GU,Martinique,2
637,52,Non-binary,Bachelor's,Divorced,1,New Caitlin,MA,Nauru,0
638,52,Male,Master's,Married,2,West Paul,MT,Antigua and Barbuda,0
639,43,Male,PhD,Married,3,Roychester,MT,Antigua and Barbuda,1
640,55,Non-binary,Bachelor's,Married,3,Clarkview,PR,Pitcairn Islands,2
641,61,Male,Master's,Widowed,2,New Donnafurt,AL,Ukraine,2
642,52,Female,Bachelor's,Widowed,3,West Erinburgh,MN,United Kingdom,0
643,55,Non-binary,Bachelor's,Divorced,4,Stephaniehaven,CT,Nigeria,1
644,43,Female,High School,Divorced,2,East John,IN,Comoros,2
645,33,Non-binary,Bachelor's,Divorced,1,North Hector,GA,Taiwan,1
646,45,Female,PhD,Single,2,Kimberlyport,AS,Afghanistan,2
647,42,Male,Master's,Widowed,0,Lake Matthew,MN,Gibraltar,0
648,57,Female,PhD,Married,2,North Elizabethstad,MI,Eritrea,1
649,33,Female,PhD,Widowed,0,New Gina,NV,Honduras,1
650,35,Male,Bachelor's,Married,1,South Timview,WV,Nigeria,1
651,53,Non-binary,Master's,Married,2,New Samanthaland,PA,Macao,1
652,29,Male,Bachelor's,Married,3,Brandonchester,KY,Malaysia,1
653,69,Non-binary,Bachelor's,Widowed,4,Colemanfort,IA,Cote d'Ivoire,2
654,32,Non-binary,Master's,Single,3,Port Sarah,GA,Nigeria,2
655,52,Male,High School,Single,3,Jeffreychester,IA,Luxembourg,0
656,53,Non-binary,Master's,Widowed,3,North Kellyland,IA,Puerto Rico,2
657,52,Female,Master's,Single,0,North Sherry,MH,Nicaragua,2
658,20,Female,High School,Divorced,3,New Matthewborough,SD,Martinique,0
659,38,Non-binary,Master's,Divorced,4,Lake Gregoryburgh,CO,Peru,1
660,19,Female,High School,Single,1,Nelsonview,TX,Belize,0
661,18,Male,Bachelor's,Divorced,2,North Shannonmouth,IA,Venezuela,0
662,68,Non-binary,Master's,Divorced,3,East Brandimouth,WY,Cote d'Ivoire,2
663,30,Female,High School,Married,4,North Mark,NJ,Bouvet Island (Bouvetoya),2
664,46,Non-binary,Bachelor's,Divorced,0,Davisberg,NE,Falkland Islands (Malvinas),0
665,20,Female,Master's,Divorced,2,Ryanside,MN,Bahrain,2
666,62,Female,PhD,Single,0,Mannside,AR,Latvia,0
667,18,Male,Master's,Widowed,3,East Benjamin,NC,Palau,0
668,35,Non-binary,High School,Divorced,3,Katherineville,WV,Marshall Islands,0
669,39,Male,Bachelor's,Married,4,Mcclainfurt,DC,Saint Barthelemy,2
670,34,Non-binary,High School,Single,2,Jessicaview,NC,Myanmar,2
671,66,Male,High School,Single,2,South Sandraborough,TN,Northern Mariana Islands,2
672,42,Non-binary,Bachelor's,Single,1,Port Rhonda,AS,Bahamas,0
673,30,Female,High School,Divorced,3,East Tanyamouth,MH,Greece,1
674,40,Male,PhD,Single,2,Leeburgh,NC,Yemen,2
675,55,Male,PhD,Widowed,0,Smithchester,NH,Palestinian Territory,1
676,57,Female,Bachelor's,Divorced,2,Jamiebury,WA,Dominican Republic,1
677,33,Female,Master's,Divorced,1,North Dawnbury,AS,Angola,2
678,68,Male,PhD,Divorced,0,Wilsonton,MD,Slovakia (Slovak Republic),1
679,34,Male,PhD,Single,3,Lake Sara,MO,Liechtenstein,2
680,38,Non-binary,Bachelor's,Widowed,3,Odonnellchester,MN,Isle of Man,1
681,22,Female,Bachelor's,Single,3,Robertsburgh,NM,Timor-Leste,0
682,31,Female,High School,Widowed,3,West Candice,DC,Montserrat,1
683,28,Female,Bachelor's,Married,0,Woodsborough,TN,Gabon,1
684,64,Non-binary,Bachelor's,Married,3,East Courtneychester,UT,French Guiana,0
685,29,Female,High School,Divorced,1,Blakefurt,PR,Belize,1
686,21,Male,PhD,Married,3,Susanshire,AK,Bouvet Island (Bouvetoya),0
687,65,Female,PhD,Widowed,1,Gutierrezview,SC,Nicaragua,2
688,28,Male,High School,Divorced,3,Lake Edwin,NC,Fiji,0
689,56,Male,Bachelor's,Married,1,Rogerhaven,MD,Guam,1
690,58,Female,High School,Single,0,Vargashaven,FM,Sweden,1
691,44,Non-binary,PhD,Single,4,Angelaville,GU,Panama,0
692,45,Male,Master's,Married,1,Lake Gary,MA,Korea,0
693,47,Female,Master's,Divorced,2,South Bruce,NY,Turkmenistan,0
694,40,Male,High School,Divorced,4,South Kevinfurt,FM,Guatemala,0
695,47,Male,Bachelor's,Married,4,Stevenburgh,OH,Malawi,1
696,26,Male,PhD,Single,2,Carlashire,GU,Slovenia,1
697,25,Male,Master's,Widowed,1,Port Jennifer,FM,Netherlands Antilles,1
698,58,Female,Bachelor's,Married,0,North Charlesburgh,MP,Brunei Darussalam,1
699,44,Male,Bachelor's,Single,3,West Jason,AR,Mauritius,2
700,53,Female,Bachelor's,Single,2,Maldonadomouth,HI,Saint Lucia,2
701,25,Female,Master's,Widowed,2,Woodschester,PR,China,2
